slug,industry,confidence
optimus-people-solutions-delivered,consulting_professional_services,high
orennia,energy_utilities,high
organo-asia-sdn-bhd,manufacturing,medium
orion-talent,consulting_professional_services,high
orionmano-technology-sdn-bhd,tech_software_internet,medium
osk-ventures-international-berhad-a-member-of-osk-group,finance_fintech,high
ouji-seiyaku-m-sdn-bhd,healthcare_pharma_biotech,high
output,tech_software_internet,medium
outrider,automotive,high
owi-lab-m-sdn-bhd,manufacturing,medium
p2p.org,finance_fintech,high
pacific-gas-and-electric-company,energy_utilities,high
pagaya,finance_fintech,high
palm-oleo-sdn-bhd-gate-a,manufacturing,high
paragon-union-berhad,automotive,high
paris-baguette-logistics-sdn-bhd,hospitality_food_service,high
parkade,tech_software_internet,high
pastry-world-sdn-bhd,consumer_brands,medium
paul-bakery-malaysia,hospitality_food_service,high
paytient,finance_fintech,high
peace-corps,public_sector_government,high
pembinaan-teguh-maju-sdn-bhd,real_estate_construction,high
penrodsoftware,consulting_professional_services,high
perfect-pentagon-sdn-bhd,consulting_professional_services,medium
perrknight,consulting_professional_services,high
persefoniaiinc,tech_software_internet,high
pertama-digital-berhad,tech_software_internet,high
petro-excel-sdn-bhd,energy_utilities,medium
pga-tour,media_entertainment,high
pgal,consulting_professional_services,high
pgt-innovations,manufacturing,high
phaidon-international,consulting_professional_services,high
phaidra,tech_software_internet,high
pharmacore-technology-and-innovation-sdn-bhd,consumer_brands,medium
pico-international-m-sdn-bhd,media_entertainment,high
pika,tech_software_internet,high
pitch-labs,nonprofit,high
plane,tech_software_internet,high
planet-telecoms-managed-services-sdn-bhd,telecommunications,high
plastictecnic-m-sdn-bhd,manufacturing,high
platformsh,tech_software_internet,high
platinum-legal-search-group-llc,legal_services,high
platinum-victory-development-sdn-bhd,real_estate_construction,high
pmmalliance,media_entertainment,high
pocketbook-agency,consulting_professional_services,high
pod-network,finance_fintech,high
polygonus,consulting_professional_services,medium
post-consumer-brands,consumer_brands,high
precious-trend-sdn-bhd,retail_ecommerce,medium
precision-medicine-group,consulting_professional_services,high
precision-technologies,consulting_professional_services,high
precisionvehicleholdings,automotive,high
premier-life-sciences-llc,healthcare_pharma_biotech,high
prestasi-flour-mill-m-sdn-bhd-199401031689,agriculture_food_production,high
pro-office-technology-sdn-bhd,tech_software_internet,medium
pro2learn,consulting_professional_services,high
progressive-recruitment,consulting_professional_services,high
project-expedition,tech_software_internet,high
prolim-corporation,consulting_professional_services,high
prolink,consulting_professional_services,high
prorata,tech_software_internet,high
protonai,tech_software_internet,high
publix-super-markets,retail_ecommerce,high
pursuit-collection,hospitality_food_service,high
pwm-pet-world-international-sdn-bhd,consumer_brands,high
py-konsep-perunding-sdn-bhd,consulting_professional_services,high
qdos-flexcircuits-sdn-bhd,tech_hardware_semiconductors,high
qinetiq-us,defense_aerospace,high
ql-livestock-farming-sdn-bhd,agriculture_food_production,high
qontext,tech_software_internet,high
quad-a-solomonedwards-company,consulting_professional_services,high
quail-park-communities,healthcare_provider,high
qual-it-resources,consulting_professional_services,high
quantumbricks,consulting_professional_services,high
radgov-inc,consulting_professional_services,high
radiant-code-sdn-bhd,consulting_professional_services,medium
radio-frequency-services-m-sdn-bhd,telecommunications,medium
radixexperienced,finance_fintech,high
rampanttechnologies,defense_aerospace,high
randstad-sourceright,consulting_professional_services,high
raps-consulting-inc,consulting_professional_services,high
rapsys-technologies-malaysia-sdn-bhd,consulting_professional_services,high
realtek-consulting-llc,consulting_professional_services,high
recron-malaysia-sdn-bhd,manufacturing,high
red-oak-technologies,consulting_professional_services,high
reflexrobotics,manufacturing,high
regional-finance-regional-management-corp,finance_fintech,high
relaygraduateschoolofeducation,education_higher,high
relevante-inc,consulting_professional_services,high
renaissance-lakewood-llc,healthcare_pharma_biotech,high
resilinc,tech_software_internet,high
resonac-materials-malaysia-sdn-bhd,manufacturing,high
revefi,tech_software_internet,high
revhealth,media_entertainment,high
revivn,retail_ecommerce,medium
ri-international,healthcare_provider,high
rightway,real_estate_construction,high
ripplematch,tech_software_internet,high
rm-leopad-sdn-bhd,consulting_professional_services,medium
roadie,transportation_logistics,high
rohde-schwarz,tech_hardware_semiconductors,high
roofr,tech_software_internet,high
rtx,defense_aerospace,high
runwise,tech_software_internet,high
ryco-hydraulics-sdn-bhd,manufacturing,high
safeguards-corporation-sdn-bhd,consulting_professional_services,medium
sagecare,tech_software_internet,high
sailpeak,tech_software_internet,high
saks,retail_ecommerce,high
salt,consulting_professional_services,high
saltbox,real_estate_construction,high
samurai-2k-aerosol-sdn-bhd,consumer_brands,high
samwa-precision-sdn-bhd,manufacturing,high
san-soon-seng-food-industries-sdn-bhd,agriculture_food_production,high
sanli-m-e-engineering-sdn-bhd,real_estate_construction,high
sanmina-sci-systems-malaysia-sdn-bhd-technoplex-penang,manufacturing,high
santander-consumer-usa,finance_fintech,high
sapinsider,media_entertainment,high
sapura-energy-berhad-corporate,energy_utilities,high
saransh-inc,consulting_professional_services,high
scality,tech_software_internet,high
schaeffler,manufacturing,high
sci-ecommerce,consulting_professional_services,medium
seatrium-engineering-penang-sdn-bhd,manufacturing,high
seattle-children-s,healthcare_provider,high
see-hoy-chan-facilities-management-sdn-bhd,real_estate_construction,high
sevenresearch,finance_fintech,high
sewer-ai,tech_software_internet,high
sgff.org,nonprofit,high
shiftkey,tech_software_internet,high
shinewing-ty-teoh,consulting_professional_services,high
shubhashrayhousingcareers,real_estate_construction,high
sierra-executive-solutions-inc,consulting_professional_services,high
sierra-studio,tech_software_internet,high
signature-cabinet-sdn-bhd,real_estate_construction,medium
silkron-technology-sdn-bhd,tech_software_internet,high
simpson-strong-tie,manufacturing,high
sin-kung-logistics-berhad,transportation_logistics,high
sinclair-inc,media_entertainment,high
skill-termite-exterminator-sdn-bhd,consumer_brands,medium
skio,tech_software_internet,high
skipscooters,transportation_logistics,high
sks-southern-sdn-bhd,real_estate_construction,high
sleepdoctor,healthcare_provider,high
sni-financial,consulting_professional_services,high
software-one-experts-sdn-bhd,consulting_professional_services,high
softworld,consulting_professional_services,high
solestial,defense_aerospace,high
sonio,tech_software_internet,high
sono-bello,healthcare_provider,high
sony-pictures-entertainment,media_entertainment,high
sound-environment-sdn-bhd,consulting_professional_services,medium
southland-industries,real_estate_construction,high
southstarcareers,consulting_professional_services,high
spd-scientific-m-sdn-bhd,healthcare_pharma_biotech,high
spearbio,healthcare_pharma_biotech,high
spectrumvascular,healthcare_devices,high
spices-seasonings-specialities-sdn-bhd,consumer_brands,high
splitero,finance_fintech,high
spreedly,finance_fintech,high
sr-asia-resources-sdn-bhd,consulting_professional_services,medium
stackone,tech_software_internet,high
stanley-david-and-associates,consulting_professional_services,high
starfaceworld,consumer_brands,high
stark-aerospace,defense_aerospace,high
startengine,finance_fintech,high
statsig,tech_software_internet,high
stf-resources-sdn-bhd-facility-and-f-b,real_estate_construction,medium
sti-fire-safety-sdn-bhd,real_estate_construction,high
straightarrownews,media_entertainment,high
strike,tech_software_internet,high
successkpiinc,tech_software_internet,high
sulzer-pumps-wastewater-malaysia-sdn-bhd,manufacturing,high
sunmow-construction-sdn-bhd,real_estate_construction,high
sunnova-energy,energy_utilities,high
sunray-construction-interior-sdn-bhd,real_estate_construction,high
supervision,manufacturing,medium
sureify,tech_software_internet,high
swans,consulting_professional_services,high
swapcard,tech_software_internet,high
swiftsolar,energy_utilities,high
synack,tech_software_internet,high
syndicatebleu,consulting_professional_services,high
synergisticit,consulting_professional_services,high
synovus,finance_banking,high
t-y-lin-international-sdn-bhd,consulting_professional_services,high
tajir,retail_ecommerce,high
talisman-advisory-partners,consulting_professional_services,high
tamarindbio,healthcare_pharma_biotech,high
tandemmoneylimited,finance_fintech,high
tbs-asia-management-consultants-sdn-bhd,consulting_professional_services,medium
tcwglobal,consulting_professional_services,high
teachforall,nonprofit,high
tec-group-inc,consulting_professional_services,high
tech-consulting,consulting_professional_services,high
techcential-sdn-bhd,manufacturing,medium
teguh-harian-sdn-bhd,real_estate_construction,medium
tenby-schools-setia-eco-park,education_k12,high
tenneco,automotive,high
tenstreet,tech_software_internet,high
tera-va-sdn-bhd,energy_utilities,high
tetra-pak,manufacturing,high
tgp-living-collection-sdn-bhd,retail_ecommerce,high
the-aerospace-corporation,defense_aerospace,high
the-bolton-group,consulting_professional_services,high
the-general,finance_insurance,high
the-greene-group,consulting_professional_services,high
the-midtown-group,consulting_professional_services,high
the-north-face,consumer_brands,high
the-pacific-insurance-berhad,finance_insurance,high
the-trustees-of-reservations,nonprofit,high
thegershagency,media_entertainment,high
think-academy-international-education-inc,education_k12,high
thoropass,tech_software_internet,high
tk-elevator,manufacturing,high
top-fruits-sdn-bhd,agriculture_food_production,high
top-hat,education_higher,high
topsteptrader,finance_fintech,high
tortus,tech_software_internet,high
totalenergies,energy_utilities,high
towa-tool-sdn-bhd,manufacturing,high
toyo-tyre-sales-and-marketing-malaysia-sdn-bhd,automotive,high
tramgroup,manufacturing,medium
transwater-api-sdn-bhd,energy_utilities,high
tread,tech_software_internet,high
trex-company,manufacturing,high
triaset-sdn-bhd,consulting_professional_services,high
trinity-property-consultants,real_estate_construction,high
triple-access-sdn-bhd,telecommunications,medium
trolley,finance_fintech,high
tsh-manufacturing-solutions-sdn-bhd,manufacturing,high
ttt-bullion-m-sdn-bhd,finance_fintech,high
turvo,tech_software_internet,high
two-dots,tech_software_internet,high
uberall,tech_software_internet,high
universal-traveller-shop-sdn-bhd,retail_ecommerce,high
unlimitedindustries,tech_software_internet,high
unto-labs,tech_software_internet,high
unusual,finance_fintech,high
vance-bioenergy-sdn-bhd,energy_utilities,high
vannahealth,healthcare_provider,high
vantage-point-consulting-inc,consulting_professional_services,high
veolia-water-technologies-solutions,energy_utilities,high
veritiv-corporation,manufacturing,high
viabill,finance_fintech,high
viagogo,media_entertainment,high
videa.ai,tech_software_internet,high
vision-diagnostic-sdn-bhd,healthcare_devices,high
visionaire-partners,consulting_professional_services,high
vivodyne,healthcare_pharma_biotech,high
vmware,tech_software_internet,high
volto-consulting,consulting_professional_services,high
wa.technology,gaming,high
wah-chan-consolidated-sdn-bhd,retail_ecommerce,medium
wang-s-b-wong-kulai,legal_services,high
waterfall,finance_fintech,medium
wearemeru,consulting_professional_services,high
web-enabled-workpaper-controls-sdn-bhd,consulting_professional_services,high
webologix-ltd-inc,consulting_professional_services,high
webstacks,consulting_professional_services,high
weida-integrated-industries-sdn-bhd,manufacturing,high
wellness-concept-m-sdn-bhd,consumer_brands,medium
western-digital-tech-and-regional-center-m-sdn-bhd,tech_hardware_semiconductors,high
what3words,tech_software_internet,high
whataburger,hospitality_food_service,high
